,,,,,,,,Strategy Results,,,,,,,,,,,
,Shortlist,Tickers Traded,Entry Point Price,Exit Point Price,Shares Traded,Earnings ($),Earnings (%),Exit Strategy (Loss %),Exit Strategy (Win %),Exit Strategy (Time),Trading Period,Trading Start Date,Trading End Date,Trading Intervals,Account Value,Number of Stocks Traded,Profit (%),Profit ($),Win Rate
0,INTC,INTC,48.75,48.75,205,0,0,0,0.5,45,87 days,12/28/2020,3/25/2021,1d,11541.23953,11,15.41239532,1541.239532,90.90909091
1,QCOM,QCOM,152.3399963,157.2299957,65,4.88999939,3.209924844,,,,,,,,,,,,
2,AAPL,AAPL,132.0500031,133.8000031,78,1.75,1.325255554,,,,,,,,,,,,
3,PEP,PEP,139.6100006,141.3099976,74,1.699996948,1.217675626,,,,,,,,,,,,
4,MSFT,MSFT,232.3300018,238,45,5.669998169,2.440493317,,,,,,,,,,,,
5,ABNB,ABNB,201.25,202.6000061,53,1.350006104,0.670810486,,,,,,,,,,,,
6,MCD,MSFT,231.9600067,235.0599976,47,3.099990845,1.336433331,,,,,,,,,,,,
7,AMD,MCD,207.9299927,210,53,2.070007324,0.995530898,,,,,,,,,,,,
8,,MSFT,242.0099945,245,46,2.990005493,1.235488435,,,,,,,,,,,,
9,,MSFT,242.8200073,244.7799988,46,1.959991455,0.807178732,,,,,,,,,,,,
10,,AMD,92.66000366,93.90000153,122,1.239997864,1.338223413,,,,,,,,,,,,
11,,AAPL,133.1900024,,,,,,,,,,,,,,,,
